# LAMMPS data file written by c++
29580 atoms
1 atom types
0 69 xlo xhi
0 72 ylo yhi
0 70 zlo zhi

Atoms # atomic

1 1 36.1401 36.5969 36.7186
2 1 36.1401 39.0696 36.7186
3 1 36.1401 38.2454 39.05
4 1 36.1401 34.9484 34.3873
5 1 36.1401 40.7182 39.05
6 1 36.1401 37.4211 34.3873
7 1 36.1401 39.8939 41.3813
8 1 36.1401 33.2999 32.056
9 1 36.1401 42.3667 41.3813
10 1 36.1401 35.7726 32.056
11 1 36.1401 41.5424 43.7127
12 1 36.1401 31.6514 29.7246
13 1 36.1401 44.0152 43.7127
14 1 36.1401 34.1241 29.7246
15 1 36.1401 43.1909 46.044
16 1 36.1401 30.0028 27.3933
17 1 36.1401 45.6637 46.044
18 1 36.1401 32.4756 27.3933
19 1 36.1401 44.8394 48.3754
20 1 36.1401 28.3543 25.0619
21 1 36.1401 47.3122 48.3754
22 1 36.1401 30.8271 25.0619
23 1 36.1401 46.4879 50.7067
24 1 36.1401 26.7058 22.7306
25 1 36.1401 48.9607 50.7067
26 1 36.1401 29.1786 22.7306
27 1 36.1401 48.1364 53.038
28 1 36.1401 25.0573 20.3992
29 1 36.1401 50.6092 53.038
30 1 36.1401 27.5301 20.3992
31 1 36.1401 49.7849 55.3694
32 1 36.1401 23.4088 18.0679
33 1 36.1401 52.2577 55.3694
34 1 36.1401 25.8816 18.0679
35 1 36.1401 51.4335 57.7007
36 1 36.1401 21.7603 15.7366
37 1 36.1401 53.9062 57.7007
38 1 36.1401 24.2331 15.7366
39 1 36.1401 53.082 60.0321
40 1 36.1401 20.1118 13.4052
41 1 36.1401 55.5547 60.0321
42 1 36.1401 22.5846 13.4052
43 1 36.1401 54.7305 62.3634
44 1 36.1401 18.4633 11.0739
45 1 36.1401 57.2032 62.3634
46 1 36.1401 20.9361 11.0739
47 1 36.1401 56.379 64.6948
48 1 36.1401 16.8148 8.74254
49 1 36.1401 58.8517 64.6948
50 1 36.1401 19.2875 8.74254
51 1 36.1401 58.0275 67.0261
52 1 36.1401 15.1663 6.41119
53 1 36.1401 60.5003 67.0261
54 1 36.1401 17.639 6.41119
55 1 36.1401 59.676 69.3574
56 1 36.1401 13.5178 4.07985
57 1 36.1401 62.1488 69.3574
58 1 36.1401 15.9905 4.07985
59 1 36.1401 11.8693 1.74851
60 1 36.1401 14.342 1.74851
61 1 38.1591 38.2454 35.553
62 1 34.1211 34.9484 37.8843
63 1 38.1591 40.7182 35.553
64 1 34.1211 37.4211 37.8843
65 1 38.1591 39.8939 37.8843
66 1 34.1211 36.5969 40.2157
67 1 38.1591 36.5969 33.2216
68 1 34.1211 33.2999 35.553
69 1 38.1591 42.3667 37.8843
70 1 34.1211 39.0696 40.2157
71 1 38.1591 39.0696 33.2216
72 1 34.1211 35.7726 35.553
73 1 38.1591 41.5424 40.2157
74 1 34.1211 38.2454 42.547
75 1 38.1591 34.9484 30.8903
76 1 34.1211 31.6514 33.2216
77 1 38.1591 44.0152 40.2157
78 1 34.1211 40.7182 42.547
79 1 38.1591 37.4211 30.8903
80 1 34.1211 34.1241 33.2216
81 1 38.1591 43.1909 42.547
82 1 34.1211 39.8939 44.8783
83 1 38.1591 33.2999 28.5589
84 1 34.1211 30.0028 30.8903
85 1 38.1591 45.6637 42.547
86 1 34.1211 42.3667 44.8783
87 1 38.1591 35.7726 28.5589
88 1 34.1211 32.4756 30.8903
89 1 38.1591 44.8394 44.8783
90 1 34.1211 41.5424 47.2097
91 1 38.1591 31.6514 26.2276
92 1 34.1211 28.3543 28.5589
93 1 38.1591 47.3122 44.8783
94 1 34.1211 44.0152 47.2097
95 1 38.1591 34.1241 26.2276
96 1 34.1211 30.8271 28.5589
97 1 38.1591 46.4879 47.2097
98 1 34.1211 43.1909 49.541
99 1 38.1591 30.0028 23.8963
100 1 34.1211 26.7058 26.2276
101 1 38.1591 48.9607 47.2097
102 1 34.1211 45.6637 49.541
103 1 38.1591 32.4756 23.8963
104 1 34.1211 29.1786 26.2276
105 1 38.1591 48.1364 49.541
106 1 34.1211 44.8394 51.8724
107 1 38.1591 28.3543 21.5649
108 1 34.1211 25.0573 23.8963
109 1 38.1591 50.6092 49.541
110 1 34.1211 47.3122 51.8724
111 1 38.1591 30.8271 21.5649
112 1 34.1211 27.5301 23.8963
113 1 38.1591 49.7849 51.8724
114 1 34.1211 46.4879 54.2037
115 1 38.1591 26.7058 19.2336
